question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
"While on vacation , Nancy took number0 pictures at the zoo and number1 at the museum . If she later deleted number2 of the pictures , how many pictures from her vacation did she still have ?","[49,8,38]","[-,+,number0,number1,number2]",19,"[5,6,7,11,12,13,20,21,22,33,34,35]","While on vacation , Nancy took number0 pictures at the zoo and number1 at the museum . If she later deleted number2 of the pictures ,",how many pictures from her vacation did she still have ?,,[],662,"To find out how many pictures Nancy still has from her vacation, we need to subtract the number of pictures she deleted from the total number of pictures she took.

The total number of pictures Nancy took is the sum of the pictures taken at the zoo and the pictures taken at the museum. 

Pictures taken at the zoo = 49
Pictures taken at the museum = 8

Total pictures taken = Pictures taken at the zoo + Pictures taken at the museum. 

So, Total pictures taken = 49 + 8.

Now, we need to subtract the number of pictures Nancy deleted from the total pictures taken.

Number of pictures deleted = 38.

Pictures Nancy still has = Total pictures taken - Number of pictures deleted.

Substituting the values, 

Pictures Nancy still has = (49 + 8) - 38.

Calculating,

Pictures Nancy still has = 57 - 38.

Pictures Nancy still has = 19.

#### 
Nancy still has 19 pictures from her vacation."
Roadster 's Paving Company used number0 tons of cement to pave Lexi 's street and number1 tons of cement to pave Tess 's street . How much cement did Roadster 's Paving Company use in all ?,"[10,5,1]","[+,number0,number1]","15,1","[4,5,6,14,15,16,33,34,35]",Roadster 's Paving Company used number0 tons of cement to pave Lexi 's street and number1 tons of cement to pave Tess 's street .,How much cement did Roadster 's Paving Company use in all ?,,[],710," ####$10 + 5 = 15$

Roadster's Paving Company used $10$ tons of cement to pave Lexi's street and $5$ tons of cement to pave Tess's street. Adding the amount of cement used for each street gives the total amount of cement used by Roadster's Paving Company.

$10 + 5 = 15$

Therefore, Roadster's Paving Company used $15$ tons of cement in all."
"At the arcade , Jerry won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he spent number2 of his tickets on a hat , how many tickets does Jerry have left ?","[29,17,12]","[-,+,number0,number1,number2]",34.0,"[5,6,7,14,15,16,25,26,27,38,39,40]","At the arcade , Jerry won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he spent number2 of his tickets on a hat ,",how many tickets does Jerry have left ?,,[],760,"Jerry initially had 29 tickets from playing 'whack a mole' and 17 tickets from playing 'skee ball,' so his total number of tickets was $29 + 17$.

He spent 12 tickets on a hat, so to find out how many tickets he has left, we need to subtract 12 from his total number of tickets:

$29 + 17 - 12 = 36 - 12 = 24$

Jerry has 24 tickets left.

####24"
"The school cafeteria had number0 apples . If they used number1 to make lunch for the students and then bought number2 more , how many apples would they have ?","[14,13,49]","[-,+,number0,number2,number1]",50.0,"[3,4,5,9,10,11,19,20,21,26,27,28]","The school cafeteria had number0 apples . If they used number1 to make lunch for the students and then bought number2 more ,",how many apples would they have ?,,[],763,"The school cafeteria initially had 14 apples. They used 13 apples to make lunch for the students. 

To find out how many apples they have left, we can subtract the number of apples used from the initial number of apples: 

$14 - 13 = 1$ 

So, after making lunch for the students, they would have 1 apple left. 

Then, they bought 49 more apples. 

To find out how many apples they would have in total, we can add the number of apples they had left to the number of apples they bought: 

$1 + 49 = 50$ 

Therefore, they would have 50 apples in total. 

####"
There are number0 students making number1 stars each for the school wall . How many stars will they make all together ?,"[124,3]","[*,number0,number1]",372,"[1,2,3,4,5,6,18,19,20]",There are number0 students making number1 stars each for the school wall .,How many stars will they make all together ?,,[],785,"To find the total number of stars, we need to multiply the number of students by the number of stars each student makes.

Number of students = 124
Number of stars each student makes = 3

To find the total number of stars, we multiply the number of students by the number of stars each student makes:

Total number of stars = Number of students * Number of stars each student makes
Total number of stars = 124 * 3

Calculating this expression:

Total number of stars = 372

So, the students will make a total of 372 stars all together.
####"
"Mrs. Hilt baked pies last weekend for a holiday dinner . She baked number0 pecan pies and number1 apples pies . If she wants to arrange all of the pies in rows of number2 pies each , how many rows will she have ?","[16,14,5]","[+,number0,number1]",30,"[12,13,14,16,17,18,34,35,36,42,43,44]","Mrs. Hilt baked pies last weekend for a holiday dinner . She baked number0 pecan pies and number1 apples pies . If she wants to arrange all of the pies in rows of number2 pies each ,",how many rows will she have ?,,[],786,"To find the number of rows, we need to divide the total number of pies by the number of pies in each row. 

First, we need to find the total number of pies. Mrs. Hilt baked 16 pecan pies and 14 apple pies, so the total number of pies is $16 + 14$. 

Next, we need to find the number of pies in each row. Mrs. Hilt wants to arrange the pies in rows of 5 pies each. 

To find the number of rows, we divide the total number of pies by the number of pies in each row. 

So, the number of rows is $ (16 + 14) / 5 $.

Calculating this expression, we get $ (16 + 14) / 5 = 30 / 5 = 6$. 

Therefore, Mrs. Hilt will have 6 rows of pies. 

####"
A toy store had number0 giant stuffed bears in stock when they got another shipment with number1 bears in it . The put the bears onto shelves with number2 on each shelf . How many shelves did they use ?,"[17,10,9]","[/,+,number0,number1,number2]",3,"[3,4,5,15,16,17,27,28,29,36,37,38]",A toy store had number0 giant stuffed bears in stock when they got another shipment with number1 bears in it . The put the bears onto shelves with number2 on each shelf .,How many shelves did they use ?,,[],789," 
$17 + 10 = 27$ giant stuffed bears in total

$27$ bears divided into shelves of $9$ bears each:  

$27 / 9 = 3$ with $3$ bears left over

So they used $####3$ shelves."
Benny found number0 seashells and number1 starfish on the beach . He gave number2 of the seashells to Jason . How many seashells does Benny now have ?,"[66,49,52]","[-,number0,number2]",14,"[1,2,3,4,5,6,12,13,14,24,25,26]",Benny found number0 seashells and number1 starfish on the beach . He gave number2 of the seashells to Jason .,How many seashells does Benny now have ?,,[],799,"Benny found 66 seashells and gave 52 of them to Jason. To find out how many seashells Benny now has, we need to subtract the number of seashells he gave to Jason from the total number of seashells he found initially.

Total number of seashells Benny found = 66
Number of seashells Benny gave to Jason = 52

To find out how many seashells Benny now has, we subtract the number of seashells he gave to Jason from the total number of seashells he found initially:

66 - 52 = 14

Therefore, Benny now has 14 seashells. 

####"
"Vanessa had number0 music files and number1 video files on her flash drive . If she deleted number2 of the files , how many files were still on her flash drive ?","[16,48,30]","[-,+,number0,number1,number2]",34,"[1,2,3,5,6,7,16,17,18,28,29,30]","Vanessa had number0 music files and number1 video files on her flash drive . If she deleted number2 of the files ,",how many files were still on her flash drive ?,,[],862,"To find out how many files were still on Vanessa's flash drive after deleting 30 files, we need to subtract 30 from the total number of files she had before deleting any.

Vanessa had 16 music files and 48 video files, so the total number of files she had on her flash drive was 16 + 48 = 64.

To find out how many files were still on her flash drive after deleting 30 files, we subtract 30 from 64:

64 - 30 = 34

Therefore, after deleting 30 files, Vanessa had 34 files still on her flash drive.

####34"
"There are number0 students in the class and number1 pencils . If the pencils are divided equally among the students , how many does each student get ?","[2,18]","[/,number1,number0]",9,"[1,2,3,7,8,9,24,25,26]","There are number0 students in the class and number1 pencils . If the pencils are divided equally among the students ,",how many does each student get ?,,[],864,"To find out how many pencils each student gets, we can divide the total number of pencils by the number of students. In this case, we have 18 pencils and 2 students. 

We can use the division operation, represented by the ""/"" symbol, to calculate this. 

$ 18 / 2 = 9 $

Therefore, each student will get 9 pencils. 

#### The answer is 9."
Frank and his friend were buying trick decks from the magic shop for number0 dollars each . How much did they spend if Frank bought number1 decks and his friend bought number2 decks ?,"[7,3,2]","[*,number0,+,number1,number2]",35.0,"[12,13,14,24,25,26,30,31,32,30,31,32]",Frank and his friend were buying trick decks from the magic shop for number0 dollars each .,How much did they spend if Frank bought number1 decks and his friend bought number2 decks ?,,[],902,"To find out how much Frank and his friend spent, we need to calculate the cost of the decks for each person and then add them together.

First, we calculate the cost of 3 decks for Frank. Since each deck costs 7 dollars, we can multiply 7 by 3:

$ 7 \times 3 = 21 $

So Frank spent 21 dollars on the decks.

Next, we calculate the cost of 2 decks for Frank's friend. Again, each deck costs 7 dollars, so we can multiply 7 by 2:

$ 7 \times 2 = 14 $

So Frank's friend spent 14 dollars on the decks.

To find the total amount they spent, we need to add Frank's and his friend's expenses together:

$"
"Bridget has number0 Skittles . Henry has number1 Skittles . If Henry gives all of his Skittles to Bridget , how many Skittles will Bridget have ?","[4,4]","[+,number0,number0]",8.0,"[1,2,3,6,7,8,23,24,25]","Bridget has number0 Skittles . Henry has number1 Skittles . If Henry gives all of his Skittles to Bridget ,",how many Skittles will Bridget have ?,,[],930,"Bridget initially has 4 Skittles. Henry also has 4 Skittles. If Henry gives all of his Skittles to Bridget, Bridget will receive an additional 4 Skittles. 

To find out how many Skittles Bridget will have in total, we add the number of Skittles she initially had to the number of Skittles she receives from Henry. 

So, Bridget will have a total of 4 + 4 = 8 Skittles. 

#### 
8"
Martin strolled to Lawrence 's house . It is number0 miles from Martin 's house to Lawrence 's house . It took Martin number1 hours to get there . How fast did Martin go ?,"[12,6]","[/,number0,number1]",2,"[8,9,10,22,23,24,31,32,33]",Martin strolled to Lawrence 's house . It is number0 miles from Martin 's house to Lawrence 's house . It took Martin number1 hours to get there .,How fast did Martin go ?,,[],963,"To find out how fast Martin went, we can use the formula for speed:

\[ \text{Speed} = \frac{\text{Distance}}{\text{Time}} \]

In this case, the distance is 12 miles, and the time is 6 hours. So, we can plug these values into the formula:

\[ \text{Speed} = \frac{12}{6} \]

Now, let's calculate the speed:

\[ \text{Speed} = 2 \]

So, Martin's speed was 2 miles per hour.

#### 2"
"Melanie had number0 baseball cards , and number1 were torn . Sara bought number2 of Melanie 's baseball cards . How many baseball cards does Melanie have now ?","[30,9,18]","[-,number0,number2]",12,"[1,2,3,6,7,8,12,13,14,25,26,27]","Melanie had number0 baseball cards , and number1 were torn . Sara bought number2 of Melanie 's baseball cards .",How many baseball cards does Melanie have now ?,,[],972,"To find out how many baseball cards Melanie has now after Sara bought 18 of them, you can follow these steps:

1. Start with the initial number of baseball cards Melanie had, which is 30.
2. Subtract the number of baseball cards that were torn, which is 9. This represents the number of cards that cannot be part of the sale.
3. Subtract the number of baseball cards Sara bought, which is 18.

Let's calculate it step by step:

Initial number of baseball cards = 30
Number of torn cards = 9
Number of cards Sara bought = 18

$30 - 9 - 18 = 30 - (9 + 18) = 30 - 27 = 3$

So, Melanie now has 3 baseball cards.

#### 3"
"There are number0 students in the class and number1 tickets . If the tickets are divided equally among the students , how many does each student get ?","[9,81]","[/,number1,number0]",9,"[1,2,3,7,8,9,24,25,26]","There are number0 students in the class and number1 tickets . If the tickets are divided equally among the students ,",how many does each student get ?,,[],1051,"To find out how many tickets each student gets, we need to divide the total number of tickets by the number of students.

Total number of tickets = 81
Number of students = 9

To divide the tickets equally among the students, we can use the division operation.

$ \frac{81}{9} = 9 $

Each student will get 9 tickets.

#### 9"
Ronald has number0 blocks . Martha has with number1 blocks . Martha finds another number2 . How many blocks does Martha end with ?,"[13,4,80]","[+,number1,number2]",84,"[1,2,3,7,8,9,13,14,15,20,21,22]",Ronald has number0 blocks . Martha has with number1 blocks . Martha finds another number2 .,How many blocks does Martha end with ?,,[],1061,"Ronald has 13 blocks.
Martha has 4 blocks.
Martha finds another 80 blocks.
To find out how many blocks Martha ends with, we need to add the blocks she already had to the blocks she found.
Martha had 4 blocks and found another 80 blocks.
So, Martha ends with 4 + 80 blocks.
Calculating this, we get:
4 + 80 = 84.
Therefore, Martha ends with 84 blocks. 
#### 84"
A number0 ounce can of cranberry juice sells for number1 cents . Give the unit cost in cents per ounce .,"[12,84]","[/,number1,number0]",7,"[0,1,2,8,9,10,17,18,19]",A number0 ounce can of cranberry juice sells for number1 cents .,Give the unit cost in cents per ounce .,,[],1065,"To find the unit cost in cents per ounce, we need to divide the total cost by the total number of ounces. 

The total cost is given as 84 cents and the total number of ounces is 12. 

To find the unit cost, we divide the total cost by the total number of ounces: 

$ \frac{84}{12} = 7 $ 

Therefore, the unit cost in cents per ounce is 7 cents per ounce. 
####7"
"At a restaurant each adult meal costs number0 and kids eat free . If a group of number1 people came in and number2 were kids , how much would it cost for the group to eat ?","[3,12,7]","[*,number0,-,number1,number2]",15,"[7,8,9,17,18,19,22,23,24,34,35,36]","At a restaurant each adult meal costs number0 and kids eat free . If a group of number1 people came in and number2 were kids ,",how much would it cost for the group to eat ?,,[],1100,"If each adult meal costs 3 and kids eat free, we need to calculate the cost of the adult meals. Since there are 12 people in total and 7 of them are kids, we can subtract the number of kids from the total number of people to find the number of adults. 

Total number of people - Number of kids = Number of adults
12 - 7 = 5 adults

Now that we know there are 5 adults, we can calculate the cost of their meals by multiplying the number of adults by the cost of each adult meal.

Number of adults * Cost of each adult meal = Total cost of adult meals
5 * 3 = 15

Therefore, the total cost for the group to eat would be $15. 
####"
"Luke had number0 dollars in January . By March he had spent number1 dollars . If he got another number2 dollars from his mom , how much money would he have ?","[48,11,21]","[-,+,number0,number2,number1]",58,"[1,2,3,11,12,13,18,19,20,28,29,30]","Luke had number0 dollars in January . By March he had spent number1 dollars . If he got another number2 dollars from his mom ,",how much money would he have ?,,[],1109,"To solve this problem, we can start with the initial amount of money Luke had in January, which is 48 dollars. Then we need to subtract the amount he spent in March, which is 11 dollars. This will give us his remaining amount of money.

Initial amount of money in January = $48
Amount spent in March = $11

Remaining amount of money = Initial amount - Amount spent
Remaining amount of money = $48 - $11

To find out how much money Luke would have after receiving 21 dollars from his mom, we need"
"Ashley sold number0 boxes of Samoas . How many cases of number1 boxes , plus extra boxes does Ashley need ?","[12,12]","[/,number0,number0]",1,"[1,2,3,10,11,12,17,18,19]",Ashley sold number0 boxes of Samoas .,"How many cases of number1 boxes , plus extra boxes does Ashley need ?",,[],1163,"To find out how many cases of 12 boxes, plus extra boxes Ashley needs, we need to perform a simple division operation.

Ashley sold 12 boxes of Samoas. To find out how many cases of 12 boxes she needs, we'll divide the total number of boxes by 12.

$12 \text{ boxes} ÷ 12 = 1 \text{ case}$

So, Ashley needs 1 case of 12 boxes. However, this doesn't account for any extra boxes she might have. To find out how many extra boxes she needs, we'll subtract the number of boxes in one case from the total number of boxes sold:

$12 \text{ boxes} - 1 \text{ case} \times 12 \text{ boxes/case} = 12 \text{ boxes} - 12 \text{ boxes} = 0 \text{ boxes}$

Ashley doesn't need any extra boxes because 12 boxes is exactly 1 case. So, she needs 1 case of 12 boxes, and there are no extra boxes needed.

#### 1"
"At Mrs. Hilt 's house , there was number0 inches of snow , and Brecknock Elementary School received number1 inches of snow . How much more snow did Mrs. Hilt 's house have ?","[29,17]","[-,number0,number1]",12,"[7,8,9,17,18,19,32,33,34]","At Mrs. Hilt 's house , there was number0 inches of snow , and Brecknock Elementary School received number1 inches of snow .",How much more snow did Mrs. Hilt 's house have ?,,[],90,"To find out how much more snow Mrs. Hilt's house had, we need to subtract the amount"
"Karen added number0 cup of walnuts to a batch of trail mix . Later , she added number1 cup of almonds . How many cups of nuts did Karen put in the trail mix in all ?","[0.25,0.25]","[+,number0,number0]",0.5,"[1,2,3,16,17,18,33,34,35]","Karen added number0 cup of walnuts to a batch of trail mix . Later , she added number1 cup of almonds .",How many cups of nuts did Karen put in the trail mix in all ?,,[],107,"To find the total number of cups of nuts Karen put in the trail mix, we need to add the amount of walnuts and almonds she added.

Karen"
"Olivia and her mom were picking carrots from their garden . Olivia picked number0 and her mother picked number1 . If only number2 of the carrots were good , how many bad carrots did they have ?","[20,14,19]","[-,+,number0,number1,number2]",15,"[12,13,14,17,18,19,21,22,23,33,34,35]","Olivia and her mom were picking carrots from their garden . Olivia picked number0 and her mother picked number1 . If only number2 of the carrots were good ,",how many bad carrots did they have ?,,[],1194,"Olivia picked 20 carrots, and her mom picked 14. Together, they picked a total of 20 + 14 = 34 carrots.

If only 19 of the total picked carrots were good, then the number of bad carrots can be found by subtracting the number of good carrots from the total number of picked carrots.

So, the number of bad carrots is 34 (total picked carrots) - 19 (good carrots) = 15 bad carrots.

#### 
15"
Tessa has number0 apples . Anita gave her number1 more . She needs number2 apples to make a pie . Does she have enough to make a pie ?,"[4,5,10]","[+,number0,number1]",9.0,"[1,2,3,7,8,9,12,13,14,25,26,27]",Tessa has number0 apples . Anita gave her number1 more . She needs number2 apples to make a pie .,Does she have enough to make a pie ?,,[],1212,"Let's break down the problem step by step:

1. Tessa starts with 4 apples.
2. Anita gave her 5 more apples, so Tessa now has 4 + 5 = 9 apples.
3. To make a pie, Tessa needs 10 apples.

Now, let's determine if she has enough apples to make a pie. To do that, we can subtract the number of apples she has from the number she needs:

10 (apples needed) - 9 (apples she has) = 1 apple short

So, Tessa is 1 apple short of having enough apples to make a pie.

####1"
George has number0 boxes of blocks . Each box holds number1 blocks and there are number2 boxes in a case . How many blocks does George have ?,"[2,6,5]","[*,number0,number1]",12.0,"[1,2,3,9,10,11,14,15,16,24,25,26]",George has number0 boxes of blocks . Each box holds number1 blocks and there are number2 boxes in a case .,How many blocks does George have ?,,[],1215,"George has 2 boxes of blocks, and each box holds 6 blocks. To find out how many blocks George has in total, we can multiply the number of boxes by the number of blocks in each box.

So, George has $2 \cdot 6 = 12$ blocks in total.

Now, we know that there are 5 boxes in a case. To find out how many cases George has, we can divide the total number of blocks by the number of blocks in each case.

George has $12 / 5$ cases.

#### George has 2 cases of blocks."
"In one year , for the election for president there were number0 million voters , whereas in the next year there were number1 million voters . Find the percentage change in the number of voters ?","[76,7,129,9]","[*,/,-,number1,number0,number0,100.0]","69,4","[10,11,12,21,22,23,32,33,34]","In one year , for the election for president there were number0 million voters , whereas in the next year there were number1 million voters .",Find the percentage change in the number of voters ?,,[],121,"To find the percentage change in the number of voters, you can use the following formula:

\[ \text{Percentage Change} = \frac{\text{New Value} - \text{Old Value}}{\text{Old Value}} \times 100\% \]

In this case, the ""Old Value"" is the number of voters in the first year (76 million), and the ""New Value"" is the number of voters in the next year (7 million).

Let's calculate it step by step:

1. Calculate the change in the number of voters:
   \[ \text{Change in Voters} = \text{New Value} - \text{Old Value} = 7\,000\,000 - 76\,000\,000 \]

2. Calculate the percentage change:
   \[ \text{Percentage Change} = \frac{\text{Change in Voters}}{\text{Old Value}} \times 100\% \]

Now, let's calculate it:

Change in Voters: $ 7\,000\,000 - 76\,000\,000 = -69\,000\,000 $

Percentage Change: $ \frac{-69\,000\,000}{76\,000\,000} \times 100\% = -90.789474\% $

So, the percentage change in the number of voters is approximately -90.789474%.

#### -90.789474"
Carla has some marbles . She bought number0 marbles . Now she has number1 marbles all together . How many did she start with ?,"[489,2778]","[-,number1,number0]",2289,"[6,7,8,12,13,14,21,22,23]",Carla has some marbles . She bought number0 marbles . Now she has number1 marbles all together .,How many did she start with ?,,[],122,"Let's assume that Carla started with X marbles. 
She bought 489 marbles, so we can represent this as X + 489.
Now, she has a total of 2778 marbles, so we can set up the equation: X + 489 = 2778.
To find X, we can subtract 489 from both sides of the equation: X = 2778 - 489.
Calculating this gives us: X = 2289.
Therefore, Carla started with 2289 marbles. 
####
2289"
James rode number0 miles at number1 miles per hour . How long did James ride ?,"[80,16]","[/,number0,number1]",5,"[1,2,3,4,5,6,12,13,14]",James rode number0 miles at number1 miles per hour .,How long did James ride ?,,[],124,"To find out how long James rode, you can use the formula:

\[ \text{Time} = \frac{\text{Distance}}{\text{Speed}} \]

In this case, the distance James rode is 80 miles, and his speed was 16 miles per hour. Let's calculate the time:

Time = $\frac{80}{16} = 5$

So, James rode for 5 hours.

#### 5"
"When Joan was visited by the toothfairy , she received number0 each of quarters , half - dollars , and dimes . How much money did the toothfairy leave Joan ?",[14],"[*,number0,+,+,0.25,0.5,0.1]","11,9","[9,10,11,27,28,29]","When Joan was visited by the toothfairy , she received number0 each of quarters , half - dollars , and dimes .",How much money did the toothfairy leave Joan ?,,[],1486,"To find out how much money the tooth fairy left for Joan, we need to calculate the total value of the quarters, half-dollars, and dimes.

1. The value of a quarter is $0.25, and Joan received 14 quarters.
   So, the total value of the quarters is $0.25 * 14 = $3.50.

2. The value of a half-dollar is $0.50, and Joan received 14 half-dollars.
   So, the total value of the half-dollars is $0.50 * 14 = $7.00.

3. The value of a dime is $0.10, and Joan received 14 dimes.
   So, the total value of the dimes is $0.10 * 14 = $1.40.

Now, to find the total amount the tooth fairy left Joan, we need to add up the values of the quarters, half-dollars, and dimes.

$3.50 (quarters) + $7.00 (half-dollars) + $1.40 (dimes) = $12.90

So, the tooth fairy left Joan a total of $12.90.
####
12.90"
"While shopping for music online , Nancy bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs . How many songs did Nancy buy total ?","[3,5,8]","[*,number2,+,number0,number1]",64,"[7,8,9,11,12,13,24,25,26,32,33,34]","While shopping for music online , Nancy bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs .",How many songs did Nancy buy total ?,,[],1498,"Nancy bought 3 country albums and 5 pop albums. Each album has 8 songs. To find the total number of songs Nancy bought, we need to multiply the number of albums by the"
"While shopping for music online , Isabel bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs . How many songs did Isabel buy total ?","[6,2,9]","[*,number2,+,number0,number1]",72,"[7,8,9,11,12,13,24,25,26,32,33,34]","While shopping for music online , Isabel bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs .",How many songs did Isabel buy total ?,,[],1499,"Isabel bought 6 country albums and 2 pop albums. Each album came with a lyric sheet and had 9 songs. To find out how many songs Isabel bought in total, we can multiply the number of albums by the number of songs per album.
The number of country albums Isabel bought is 6, and the number of songs per country album is 9. So the total number of country songs is 6 * 9 = 54.
The number of pop albums Isabel bought is 2, and the number of songs per pop album is also 9. So the total number of pop songs is 2 * 9 = 18.
To find the total number of songs Isabel bought, we can add the number of country songs and the number of pop songs together. 54 + 18 = 72.
Therefore, Isabel bought a total of 72 songs.
####
72"
"Ellen made smoothies in the blender . She used number0 cup of strawberries , number1 cup of yogurt , and number2 cup of orange juice . How many cups of ingredients did Ellen use for the smoothies ?","[0.2,0.1,0.2]","[+,+,number0,number0,number1]",0.5,"[8,9,10,13,14,15,19,20,21,34,35,36]","Ellen made smoothies in the blender . She used number0 cup of strawberries , number1 cup of yogurt , and number2 cup of orange juice .",How many cups of ingredients did Ellen use for the smoothies ?,,[],1508,"To find the total number of cups of ingredients Ellen used for the smoothies, we need to add the amounts"
"Mike has number0 orange marbles , he gave Sam number1 of the marbles . How many orange marbles does he now have ?","[8,4]","[-,number0,number1]",4.0,"[1,2,3,8,9,10,19,20,21]","Mike has number0 orange marbles , he gave Sam number1 of the marbles .",How many orange marbles does he now have ?,,[],1513,"Mike has 8 orange marbles. He gave Sam 4 of the marbles.

To find out how many orange marbles Mike now has, we can subtract the number of marbles he gave to Sam from the total number of marbles he had.

So, we can calculate it as follows:
$ 8 - 4 = 4 $

Therefore, Mike now has 4 orange marbles.

####"
"Haley had number0 music files and number1 video files on her flash drive . If she deleted number2 of the files , how many files were still on her flash drive ?","[27,42,11]","[-,+,number0,number1,number2]",58.0,"[1,2,3,5,6,7,16,17,18,28,29,30]","Haley had number0 music files and number1 video files on her flash drive . If she deleted number2 of the files ,",how many files were still on her flash drive ?,,[],1514,"To find out how many files were still on Haley's flash drive after deleting 11 files, you need to subtract 11 from the total number of files she initially had.

Initial number of files: 27 (music) + 42 (video) = 69 files

Now, subtract the files she deleted:

69 - 11 = 58 files

So, after deleting 11 files, Haley still had 58 files on her flash drive.

#### 58"
Christine wandered number0 miles at number1 miles per hour . How long did Christine wander ?,"[20,4]","[/,number0,number1]",5,"[1,2,3,4,5,6,12,13,14]",Christine wandered number0 miles at number1 miles per hour .,How long did Christine wander ?,,[],1560,"To find out how long Christine wandered, we can use the formula:

\[ \text{Time} = \frac{\text{Distance}}{\text{Speed}} \]

In this case, Christine wandered 20 miles at a speed of 4 miles per hour, so we can plug these values into the formula:

\[ \text{Time} = \frac{20}{4} \]

Now, let's calculate this:

\[ \text{Time} = \frac{20}{4} = 5 \]

So, Christine wandered for 5 hours.

#### 5"
A restaurant sold number0 hamburgers last week . How many hamburgers on average were sold each day ?,[63],"[/,number0,7.0]",9,"[2,3,4,14,15,16]",A restaurant sold number0 hamburgers last week .,How many hamburgers on average were sold each day ?,,[],1565,"To find out how many hamburgers on average were sold each day, you can divide the total number of hamburgers sold by the number of days in a week. 

Total hamburgers sold = 63
Number of days in a week = 7

Average hamburgers sold per day = Total hamburgers sold / Number of days in a week

Let's calculate it step by step:

$ 63 \, hamburgers / 7 \, days = 9 \, hamburgers/day $

So, on average, 9 hamburgers were sold each day.

#### 9"
"If number0 lollipops cost number1 dollars , how much does number2 lollipop cost , in dollars ?","[120,90,1]","[/,number1,number0]","0,75","[0,1,2,3,4,5,9,10,11,13,14,15]","If number0 lollipops cost number1 dollars ,","how much does number2 lollipop cost , in dollars ?",,[],1570,"To find out how much 1 lollipop costs, we need to divide the total cost of 120 lollipops by the number of lollipops. 

Let's set up a proportion: 

$ \frac{120 \text{ lollipops}}{90 \text{ dollars}} = \frac{1 \text{ lollipop}}{x \text{ dollars}} $

To solve for x, we can cross multiply: 

$ 120 \text{ lollipops} \cdot x \text{ dollars} = 90 \text{ dollars} \cdot 1 \text{ lollipop} $

Simplifying the equation, we have: 

$ 120x = 90 $

To solve for x, we divide both sides of the equation by 120: 

$ x = \frac{90}{120} $

Simplifying the fraction, we have: 

$ x = \frac{3}{4} $

Therefore, 1 lollipop costs $ \frac{3}{4} $ dollars. 

####"
"Roger had number0 dollars in January . By March he had spent number1 dollars . If he got another number2 dollars from his mom , how much money would he have ?","[45,20,46]","[-,+,number0,number2,number1]",71,"[1,2,3,11,12,13,18,19,20,28,29,30]","Roger had number0 dollars in January . By March he had spent number1 dollars . If he got another number2 dollars from his mom ,",how much money would he have ?,,[],1593,"To find out how much money Roger would have, we need to add up the amount of money he had in January, the amount he spent in March, and the amount he received from his mom. 

Amount of money Roger had in January: $45
Amount of money Roger spent in March: $20
Amount of money Roger received from his mom: $46

To find out how much money Roger would have, we can add these three amounts together.

$45 + $20 + $46 = $111

Therefore, Roger would have $111."
There are number0 oak trees currently in the park . Park workers had to cut down number1 oak trees that were damaged . How many oak trees will be in the park when the workers are finished ?,"[33,18]","[-,number0,number1]",15,"[1,2,3,15,16,17,34,35,36]",There are number0 oak trees currently in the park . Park workers had to cut down number1 oak trees that were damaged .,How many oak trees will be in the park when the workers are finished ?,,[],1620,"To find the number of oak trees that will be in the park after the workers are finished, we need to subtract the number of trees that were cut down from the initial number of trees"
David removes number0 eggs from a jar . There were originally number1 eggs in the jar . How many eggs are left in the jar ?,"[7,27]","[-,number1,number0]",20,"[1,2,3,10,11,12,22,23,24]",David removes number0 eggs from a jar . There were originally number1 eggs in the jar .,How many eggs are left in the jar ?,,[],1627,"Initially, there were 27 eggs in the jar. David removed 7 eggs. To find out how many eggs are left, we can simply subtract the number of eggs David removed from the total number of eggs in the jar.

$ 27 - 7 = 20 $

### 20 ###
"
"At the fair there were number0 people in line for the bumper cars . If number1 of them got tired of waiting and left and number2 more got in line , how many people would be in line ?","[7,4,8]","[-,+,number0,number2,number1]",11,"[4,5,6,14,15,16,24,25,26,35,36,37]","At the fair there were number0 people in line for the bumper cars . If number1 of them got tired of waiting and left and number2 more got in line ,",how many people would be in line ?,,[],1628,"Initially, there were 7 people in line for the bumper cars. Then, 4 people got tired of waiting and left. So, the number of people in line decreased by 4. 

To find the new number of people in line, we need to subtract 4 from the initial number of people in line. 

Next, 8 more people got in line. So, we need to add 8 to the new number of people in line.

To summarize the steps:
1. Initial number of people in line: 7
2. Subtract 4 (people who left): 7 - 4 = 3
3. Add 8 (people who got in line): 3 + 8 = 11

Therefore, there would be 11 people in line for the bumper cars. 

####"
