question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
"There were originally number0 houses in Lincoln County . During a housing boom , developers built number1 . How many houses are there now in Lincoln County ?","[20817,97741]","[+,number0,number1]",118558,"[2,3,4,15,16,17,24,25,26]","There were originally number0 houses in Lincoln County . During a housing boom , developers built number1 .",How many houses are there now in Lincoln County ?,,[],79,"To find out how many houses there are now in Lincoln County, we need to add the number of houses that were originally there to the number of houses that were built during the housing boom.

Original houses: 20817
Houses built during the boom: 97741

To find the total, we'll use the addition operation:

$20817 + 97741 = ####$

Now, let's perform the calculation.

$20817 + 97741 = 118558$"
"Soft drinks are on sale at the grocery store for number0 dollars for a number1 pack . How much would each can of soft drink cost if purchased individually , in dollars ?","[2,99,12]","[/,number0,number1]","0,25","[9,10,11,13,14,15,29,30,31]",Soft drinks are on sale at the grocery store for number0 dollars for a number1 pack .,"How much would each can of soft drink cost if purchased individually , in dollars ?",,[],82,"To find out how much each can of soft drink would cost if purchased individually, we need to divide the total cost of the 99-pack by the number of cans in the pack.

Let's calculate it step by step:

1. The total cost of the 99-pack is $2.
2. The number of cans in the pack is 99.

Now, let's calculate the cost per can:

Total cost of the 99-pack / Number of cans in the pack

$2 / 99 = $0.0202020202...

Rounding to two decimal places:

The cost of each can of soft drink if purchased individually is approximately $0.02.

#### 0.02"
"Paige had number0 math problems and number1 science problems for homework . If she finished number2 of the problems at school , how many problems did she have to do for homework ?","[43,12,44]","[-,+,number0,number1,number2]",11,"[1,2,3,5,6,7,14,15,16,29,30,31]","Paige had number0 math problems and number1 science problems for homework . If she finished number2 of the problems at school ,",how many problems did she have to do for homework ?,,[],83,"To find out how many problems Paige had to do for homework, we can start by calculating the total number of problems she had. 

Paige had 43 math problems and 12 science problems for homework, making a total of 43 + 12 = 55 problems in total. 

Since she finished 44 of the problems at school, the number of problems left for her to do at home is 55 - 44 = 11.

#### 
11"
A number is number0 less than the sum of number1 and number2 . What is the number ?,"[14,30,29]","[-,+,number1,number2,number0]",45.0,"[2,3,4,8,9,10,10,11,12,14,15,16]",A number is number0 less than the sum of number1 and number2 .,What is the number ?,,[],871,"To solve this problem, we need to break it down into steps. We are looking for a number, and we know that this number is 14 less than the sum of 30 and 29. 

Step 1: Find the sum of 30 and 29.
$30 + 29 = 59$

Step 2: Subtract 14 from the sum we found in Step 1 to find the number.
$59 - 14 = 45$

So, the number is 45.####"
Sam went to number0 football games this year . He went to number1 games last year . How many football games did Sam go to in all ?,"[14,29]","[+,number0,number1]",43.0,"[2,3,4,11,12,13,24,25,26]",Sam went to number0 football games this year . He went to number1 games last year .,How many football games did Sam go to in all ?,,[],872,"To find out how many football games Sam went to in all, you need to add the number of games he attended this year to the number of games he attended last year.

Sam went to \(14\) football games this year and \(29\) games last year.

To find the total number of games, add \(14\) to \(29\):

\[
14 + 29 = 43
\]

#### 43"
"A waiter had number0 customers to wait on . If number1 customers left and he got another number2 customers , how many customers would he have ?","[19,14,36]","[-,+,number0,number2,number1]",41.0,"[2,3,4,9,10,11,16,17,18,23,24,25]","A waiter had number0 customers to wait on . If number1 customers left and he got another number2 customers ,",how many customers would he have ?,,[],876,"Let's break down the problem step by step:

1. The waiter starts with 19 customers.
2. 14 customers leave.
3. The waiter then gets an additional 36 customers.

To find out how many customers the waiter has in the end, we can simply add the customers gained to the customers remaining after some left.

Starting with 19 customers:
$19 + 36 = 55$

So, the waiter would have 55 customers in the end.

#### 55"
Jacqueline has number0 boxes of erasers . Each box holds number1 erasers and there are number2 boxes in a case . How many erasers does Jacqueline have ?,"[4,10,9]","[*,number0,number1]",40.0,"[1,2,3,9,10,11,14,15,16,24,25,26]",Jacqueline has number0 boxes of erasers . Each box holds number1 erasers and there are number2 boxes in a case .,How many erasers does Jacqueline have ?,,[],880,"To find out how many erasers Jacqueline has, we can break this problem down step by step.

Step 1: Determine how many erasers are in a case.
Each case has 9 boxes, and each box holds 10 erasers, so to find the number of erasers in a case, we multiply the number of boxes by the number of erasers in each box:

$ 9 \times 10 = 90 $

Step 2: Find out how many cases Jacqueline has.
Jacqueline has 4 boxes of erasers. We need to find out how many cases that is. Since there are 9 boxes in a case, we can divide the number of boxes Jacqueline has by the number of boxes in a case to find out how many cases she has:

$ 4 \div 9 = 0.4444... $

Since we can't have a fraction of a case, we need to round down to the nearest whole number since we can't have a fraction of a case. Therefore, Jacqueline has 0 cases.

Step 3: Calculate the total number of erasers Jacqueline has.
Now that we know Jacqueline has 0 cases, we can calculate the total number of erasers she has by multiplying the number of cases by the number of erasers in each case (which we found in Step 1):

$ 0 \times 90 = 0 $

So, Jacqueline has 0 erasers.

####0"
There are number0 fishbowls . Each fishbowl has number1 fish . How many fish are there ?,"[261,23]","[*,number0,number1]",6003.0,"[1,2,3,7,8,9,13,14,15]",There are number0 fishbowls . Each fishbowl has number1 fish .,How many fish are there ?,,[],881,"To find out how many fish there are in 261 fishbowls, each containing 23 fish, you can multiply the number of fishbowls by the number of fish in each bowl.

261 fishbowls × 23 fish/bowl = 5993 fish

So, there are 5993 fish in total.

5993####"
Juan ran number0 miles at number1 miles per hour . How long did Juan run ?,"[80,10]","[/,number0,number1]",8.0,"[1,2,3,4,5,6,12,13,14]",Juan ran number0 miles at number1 miles per hour .,How long did Juan run ?,,[],886,"To find out how long Juan ran, we can use the formula:

\[ \text{Distance} = \text{Speed} \times \text{Time} \]

In this case, Juan ran 80 miles at a speed of 10 miles per hour. We can rearrange the formula to solve for time:

\[ \text{Time} = \frac{\text{Distance}}{\text{Speed}} \]

Substituting the given values:

\[ \text{Time} = \frac{80 \text{ miles}}{10 \text{ miles per hour}} \]

\[ \text{Time} = 8 \text{ hours} \]

#### 
8"
"A painter needed to paint number0 rooms in a building . Each room takes number1 hours to paint . If he already painted number2 rooms , how much longer will he take to paint the rest ?","[11,7,2]","[*,number1,-,number0,number2]",63.0,"[4,5,6,13,14,15,22,23,24,33,34,35]","A painter needed to paint number0 rooms in a building . Each room takes number1 hours to paint . If he already painted number2 rooms ,",how much longer will he take to paint the rest ?,,[],887,"Sure, let's break it down step by step.

The painter needs to paint a total of 11 rooms, and each room takes 7 hours to paint. So, the total time needed to paint all rooms would be the product of the number of rooms and the time per room.

$ Total\ time\ needed = 11 \ rooms \times 7 \ hours/room $

Now, since the painter has already painted 2 rooms, we need to find out how many rooms are left to be painted.

$ Rooms\ left\ to\ paint = Total\ rooms - Rooms\ already\ painted $

Now, we can find the total time needed to paint the remaining rooms.

$ Time\ to\ paint\ remaining\ rooms = Rooms\ left\ to\ paint \times 7 \ hours/room $

####

77"
"Megan was selling her necklaces at a garage sale . She sold number0 bead necklaces and number1 gem stone necklaces . If each necklace cost number2 dollars , how much money did she earn ?","[7,3,9]","[*,number2,+,number0,number1]",90.0,"[11,12,13,15,16,17,24,25,26,31,32,33]","Megan was selling her necklaces at a garage sale . She sold number0 bead necklaces and number1 gem stone necklaces . If each necklace cost number2 dollars ,",how much money did she earn ?,,[],892,"To find out how much money Megan earned from selling her necklaces, we can calculate the total earnings by multiplying the number of necklaces sold by the cost of each necklace.

Megan sold 7 bead necklaces and 3 gemstone necklaces, and each necklace costs $9.

Let's calculate the total earnings:

Total earnings = (Number of bead necklaces * Cost per necklace) + (Number of gemstone necklaces * Cost per necklace)

Total earnings = (7 * $9) + (3 * $9)

Total earnings = $63 + $27

Total earnings = $90

So, Megan earned $90 from selling her necklaces.

####90"
Jill invited number0 people to her birthday party . They each ate number1 pieces of pizza . How many pieces of pizza did they eat ?,"[37,8]","[*,number0,number1]",296.0,"[1,2,3,11,12,13,22,23,24]",Jill invited number0 people to her birthday party . They each ate number1 pieces of pizza .,How many pieces of pizza did they eat ?,,[],898,"To find out how many pieces of pizza were eaten at Jill's birthday party, we can multiply the number of people invited by the number of pieces each person ate. 

So, the calculation is:
$ 37 \times 8 = 296 $

Therefore, they ate 296 pieces of pizza.####
"
Jennifer starts with number0 apples . She finds another number1 . How many apples does Jennifer end with ?,"[7,74]","[+,number0,number1]",81.0,"[2,3,4,8,9,10,15,16,17]",Jennifer starts with number0 apples . She finds another number1 .,How many apples does Jennifer end with ?,,[],900," 
####$7+74=81$

Jennifer starts with 7 apples. The problem states that she finds another 74 apples. 

To calculate the total number of apples Jennifer ends with, we add the 7 apples she started with to the 74 additional apples she found:

$7 + 74 = 81$

Therefore, the total number of apples Jennifer ends with is $81$.

The step-by-step working is as follows:

$7$  (apples Jennifer started with)

$+ 74$ (additional apples Jennifer found)

____

$81$ (total apples Jennifer ends with)"
"There are number0 cards in Jean 's card collection . If the cards are organized into number1 groups , how big is each group ?","[72,9]","[/,number0,number1]",8.0,"[1,2,3,15,16,17,21,22,23]","There are number0 cards in Jean 's card collection . If the cards are organized into number1 groups ,",how big is each group ?,,[],906," $72$ cards divided into $9$ groups results in $8$ cards per group.

####$8$"
"A bathing suit manufacturer has a supply of number0 bathing suits for men . In addition , it has number1 bathing suits for women . How many bathing suits are available overall ?","[14797,4969]","[+,number0,number1]",19766.0,"[7,8,9,18,19,20,29,30,31]","A bathing suit manufacturer has a supply of number0 bathing suits for men . In addition , it has number1 bathing suits for women .",How many bathing suits are available overall ?,,[],911, ####$14797+4969=19766$
"At the arcade Dave won number0 tickets . If he spent number1 tickets on a beanie and later won number2 more tickets , how many would he have ?","[25,22,15]","[-,+,number0,number2,number1]",18.0,"[4,5,6,10,11,12,18,19,20,25,26,27]","At the arcade Dave won number0 tickets . If he spent number1 tickets on a beanie and later won number2 more tickets ,",how many would he have ?,,[],913,"Dave initially had 25 tickets. He spent 22 tickets on a beanie, so he has 25 - 22 tickets left.

$ 25 - 22 = 3 $

Now, after spending 22 tickets, he won 15 more tickets. We can add the 15 tickets he won to the 3 tickets he had left.

$ 3 + 15 = 18 $

So, Dave would have 18 tickets.####"
"David has number0 bananas . He gets number1 more from Christopher . Later , David buys number2 cards at the store . How many bananas does David have in all ?","[8,50,9]","[+,number0,number1]",58.0,"[1,2,3,6,7,8,15,16,17,27,28,29]","David has number0 bananas . He gets number1 more from Christopher . Later , David buys number2 cards at the store .",How many bananas does David have in all ?,,[],914," 
```
David has 8 bananas . He gets 50 more from Christopher . Later , David buys 9 cards at the store . How many bananas does David have in all ?
```

$David$ starts with $8$ bananas  

$David$ then gets $50$ more bananas from $Christopher$. Using the addition operation, we can calculate that $8 + 50 = 58$ bananas.

$David$ then buys $9$ cards at the store. The question does not specify that he loses any bananas during this purchase.

Therefore, $David$ has $58$ bananas in total.  

####$58$"
"A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window , how long will it take him to install the rest ?","[10,6,5]","[*,number2,-,number0,number1]",20.0,"[3,4,5,11,12,13,18,19,20,33,34,35]","A new building needed number0 windows . The builder had already installed number1 of them . If it takes number2 hours to install each window ,",how long will it take him to install the rest ?,,[],916,"First, we can find out how many windows are left to install by subtracting the number of windows already installed from the total number of windows needed.

Number of windows left to install = Total number of windows needed - Number of windows already installed
$ = 10 - 6 $
$ = 4 $

Now that we know there are 4 windows left to install, we can find out the total time it will take to install them by multiplying the time it takes to install each window by the number of windows left.

Total time to install remaining windows = Number of windows left to install * Time taken to install each window
$ = 4 \times 5 $
$ = 20 $

Thus, it will take him 20 hours to install the remaining 4 windows.

####"
Ellen went to a garage sale to buy chairs . Each chair cost number0 dollars . How much money did Ellen spend for the number1 chairs she bought ?,"[15,12]","[*,number0,number1]",180.0,"[12,13,14,25,26,27,27,28,29]",Ellen went to a garage sale to buy chairs . Each chair cost number0 dollars .,How much money did Ellen spend for the number1 chairs she bought ?,,[],917," Here is a step-by-step solution of the math problem:

The problem states:
Ellen went to a garage sale to buy chairs . Each chair cost 15 dollars . How much money did Ellen spend for the 12 chairs she bought ?

Each chair cost $15. Ellen bought 12 chairs. 

$15 * 12 = $180

Therefore, Ellen spent $180 for the 12 chairs she bought.

####$180####"
"Bianca and her friends were recycling paper for their class . For every number0 pounds they recycled they earned one point . If Bianca recycled number1 pounds and her friends recycled number2 pounds , how many points did they earn ?","[3,24,3]","[/,+,number0,number1,number0]",9.0,"[12,13,14,24,25,26,30,31,32,37,38,39]","Bianca and her friends were recycling paper for their class . For every number0 pounds they recycled they earned one point . If Bianca recycled number1 pounds and her friends recycled number2 pounds ,",how many points did they earn ?,,[],920,"To find out how many points Bianca and her friends earned, we need to determine the total amount of paper they recycled and then calculate the number of points based on the recycling rate. 

Bianca recycled 24 pounds, and her friends recycled 3 pounds. To find the total amount of paper recycled, we add these two quantities:

$ 24 + 3 = 27 $

So, they recycled a total of 27 pounds of paper. Now, we know that for every 3 pounds of paper, they earn one point. To find out how many points they earned, we'll divide the total weight of paper by 3:

$ \frac{27}{3} = 9 $

So, they earned 9 points in total.

#### 9"
Wayne collects number0 blocks . Wayne 's father gives Wayne number1 more . How many blocks does Wayne have ?,"[9,6]","[+,number0,number1]",15.0,"[1,2,3,9,10,11,16,17,18]",Wayne collects number0 blocks . Wayne 's father gives Wayne number1 more .,How many blocks does Wayne have ?,,[],921," Here is a step-by-step calculation to solve the given math problem:

```
Wayne collects 9 blocks. $9$
Wayne's father gives Wayne 6 more. $6$
```

We need to find the total number of blocks Wayne has. We can add the blocks Wayne originally collected and the blocks his father gave him:

```
Blocks Wayne originally collected: $9$
Blocks his father gave him: $6$
```

Adding these numbers together:

```
$9 + 6 = 15$  
```

####15

Thus, the total number of blocks Wayne has is 15."
"Kaleb was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it , how many cans did he pick up total ?","[5,5,4]","[*,number2,+,number0,number0]",40.0,"[10,11,12,18,19,20,26,27,28,37,38,39]","Kaleb was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it ,",how many cans did he pick up total ?,,[],922," Here is my step-by-step solution for the math problem:

""""""
Kaleb was collecting cans for recycling . On Saturday he filled 5 bags up and on Sunday he filled 5 more bags . If each bag had 4 cans in it , how many cans did he pick up total ?
""""""

$5\times 4 = 20$ cans in the 5 bags filled on Saturday     
$5\times 4 = 20$ cans in the 5 bags filled on Sunday
Total cans collected on both days:
$20 + 20 = 40$  cans

####40####"
"While shopping for music online , Janet bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs . How many songs did Janet buy total ?","[6,2,9]","[*,number2,+,number0,number1]",72.0,"[7,8,9,11,12,13,24,25,26,32,33,34]","While shopping for music online , Janet bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs .",How many songs did Janet buy total ?,,[],924," ###$ 6 * 9 = 54 $
### $2 * 9 = 18$
### $54 + 18 = 72$
####$72$

Janet bought 6 country albums. Each country album has 9 songs. So the total number of songs from the country albums is:

$6 * 9 = 54$ 

Janet also bought 2 pop albums. Each pop album has 9 songs. So the total number of songs from the pop albums is: 

$2 * 9 = 18$

To find the total number of songs Janet bought, we add the songs from the country albums and the pop albums:

$54 + 18 = 72$

####$72$

Therefore, the total number of songs that Janet bought is $72$ songs."
"When relatives visit Haley and her family , she and her cousins do origami . If she has number0 origami papers to give away to her number1 cousins , how many will each receive if she gives everyone the same number of origami papers ?","[48,6]","[/,number0,number1]",8.0,"[17,18,19,25,26,27,41,42,43]","When relatives visit Haley and her family , she and her cousins do origami . If she has number0 origami papers to give away to her number1 cousins ,",how many will each receive if she gives everyone the same number of origami papers ?,,[],926,"To solve this problem, we need to divide the total number of origami papers that Haley has (48) by the number of cousins she has (6) to find out how many each of them will receive.

We can set up the division as follows:

$ 48 \div 6 = 8 $

So, each of Haley's 6 cousins will receive 8 origami papers.

####8####"
A pet store had number0 siamese cats and number1 house cats . During a sale they sold number2 cats . How many cats do they have left ?,"[19,45,56]","[-,+,number0,number1,number2]",8.0,"[3,4,5,7,8,9,16,17,18,24,25,26]",A pet store had number0 siamese cats and number1 house cats . During a sale they sold number2 cats .,How many cats do they have left ?,,[],927," 
####$19+45=64$
$The pet store had 19 siamese cats and 45 house cats.$
$Therefore, the total number of cats they had was 19 + 45 = 64$

$During the sale, they sold 56 cats.$

$To find the number of cats left, we subtract the number sold from the total cats.$

$64 - 56 = 8$

####$8$
$Therefore, the number of cats left after selling 56 cats is 8.$"
"Diane has number0 crayons . She gets number1 more from Frances . Later , Diane buys number2 cards at the store . How many crayons does Diane have in all ?","[37,5,16]","[+,number0,number1]",42.0,"[1,2,3,6,7,8,15,16,17,27,28,29]","Diane has number0 crayons . She gets number1 more from Frances . Later , Diane buys number2 cards at the store .",How many crayons does Diane have in all ?,,[],929," Here is a step-by-step solution to the math problem:

""""""
Diane has 37 crayons . She gets 5 more from Frances . Later , Diane buys 16 cards at the store . How many crayons does Diane have in all ?
""""""

$Diane$ initially $has$ $37$ $crayons$
$Diane$ $gets$ $5$ $more$ $crayons$ $from$ $Frances$
So now $Diane$ $has$ $37 + 5 = 42$ $crayons$
$Diane$ $then$ $buys$ $16$ $more$ $crayons$ $at$ $the$ $store$
$Diane$ $now$ $has$ $42 + 16 = 58$ $crayons$ $in$ $total$  

####58"
"Paige had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs , how many songs does she have on her mp3 player ?","[11,9,8]","[-,+,number0,number2,number1]",10.0,"[1,2,3,11,12,13,19,20,21,31,32,33]","Paige had number0 songs on her mp3 player . If she deleted number1 old songs from it and then added number2 new songs ,",how many songs does she have on her mp3 player ?,,[],932," #### 10

Paige had 11 songs on her mp3 player. 

If she deleted 9 old songs, she would have $11 - 9 = 2$ songs left.

Then, she added 8 new songs. So she now has $2 + 8 = 10$ songs total on her mp3 player."
Iesha has number0 books . number1 are about school and the rest are about sports . How many books about sports does Iesha have ?,"[344,136]","[-,number0,number1]",208.0,"[1,2,3,4,5,6,21,22,23]",Iesha has number0 books . number1 are about school and the rest are about sports .,How many books about sports does Iesha have ?,,[],935,"Iesha has 344 books in total, and 136 of them are about school. To find out how many books about sports Iesha has, we need to subtract the number of school books from the total number of books.

So, let's calculate it step by step:

Total books = 344
School books = 136

Now, to find the number of books about sports:

Total books - School books = 344 - 136 = 208

So, Iesha has 208 books about sports.

#### 208"
David had number0 dollars invested for number1 of a year at a simple rate of number2 % . How much interest did he earn ?,"[4000,0.25,6,1]","[*,*,*,number0,number1,number2,0.01]",61.0,"[1,2,3,5,6,7,14,15,16,21,22,23]",David had number0 dollars invested for number1 of a year at a simple rate of number2 % .,How much interest did he earn ?,,[],937,"To calculate the interest David earned, we can use the formula for simple interest:

Simple Interest = Principal (P) x Rate (R) x Time (T)

Where:
- P is the principal amount (initial investment)
- R is the annual interest rate (in decimal form)
- T is the time the money is invested (in years)

In this case, David had $4,000 invested at a rate of 6% for 0.25 of a year. We need to convert the interest rate from a percentage to a decimal by dividing it by 100:

R = 6% = 0.06

T = 0.25 year

Now, we can calculate the interest:

Simple Interest = $4000 x 0.06 x 0.25

Now, perform the calculations step by step:

$4000 x 0.06 = $240

$240 x 0.25 = $60

So, David earned $60 in interest.

####60"
Mrs. Hilt saw a rollercoaster . number0 students rode the rollercoaster every number1 minutes . How many students rode the rollercoaster in number2 minutes ?,"[7,5,15]","[*,number0,/,number2,number1]",21.0,"[5,6,7,11,12,13,21,22,23,21,22,23]",Mrs. Hilt saw a rollercoaster . number0 students rode the rollercoaster every number1 minutes .,How many students rode the rollercoaster in number2 minutes ?,,[],940," 
$7$ students rode the rollercoaster every $5$ minutes. So in $1$ minute, $7/5 = $ $1$ student rode the rollercoaster.

Since it took $15$ minutes, $1$ student rode the rollercoaster in $1$ minute $*$ $15$ minutes  = $15$ students rode the rollercoaster in $15$ minutes.   

####$15$"
The school is planning a field trip . There are number0 students and number1 seats on each school bus . How many buses are needed to take the trip ?,"[28,7]","[/,number0,number1]",4.0,"[9,10,11,12,13,14,26,27,28]",The school is planning a field trip . There are number0 students and number1 seats on each school bus .,How many buses are needed to take the trip ?,,[],941,"To find out how many buses are needed for the field trip, we need to divide the total number of students by the number of seats on each bus.

Total number of students = 28
Number of seats on each bus = 7

To calculate the number of buses needed, we can use the formula:

Number of buses = Total number of students / Number of seats on each bus

Substituting the given values into the formula:

Number of buses = 28 / 7

Now let's perform the division:

Number of buses = 4

Therefore, 4 buses are needed to take the field trip.

####"
"Frank made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week , how long would the money last him ?","[5,58,7]","[/,+,number0,number1,number2]",9.0,"[1,2,3,6,7,8,15,16,17,25,26,27]","Frank made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week ,",how long would the money last him ?,,[],945," #### $56$

Frank made $5$ dollars mowing lawns and $58$ dollars weed eating. So the total money he made is $5 + 58 = $63$ dollars.

He spent $7$ dollars per week. To find out how long the money will last him, we divide the total money he made by how much he spends per week:

$63$ dollars $\div 7$ dollars per week $= 9$ weeks

So the money Frank made will last him $9$ weeks."
"The school cafeteria ordered number0 red apples and number1 green apples for students lunches . But , if only number2 students wanted fruit , how many extra did the cafeteria end up with ?","[8,43,42]","[-,+,number0,number1,number2]",9.0,"[3,4,5,7,8,9,18,19,20,30,31,32]","The school cafeteria ordered number0 red apples and number1 green apples for students lunches . But , if only number2 students wanted fruit ,",how many extra did the cafeteria end up with ?,,[],946,"To find out how many extra apples the cafeteria ended up with, we can start by calculating the total number of apples ordered and then subtract the number of apples needed for the students.

Step 1: Calculate the total number of apples ordered.
- Number of red apples = 8
- Number of green apples = 43

Total apples ordered = Number of red apples + Number of green apples
Total apples ordered = 8 + 43

Step 2: Calculate the number of apples needed for 42 students.
Since each student needs one apple, the number of apples needed for 42 students is 42.

Step 3: Find the number of extra apples.
To find the number of extra apples, subtract the number of apples needed from the total number of apples ordered.

Number of extra apples = Total apples ordered - Number of apples needed
Number of extra apples = (8 + 43) - 42

Now, let's perform the calculations:

Total apples ordered = 8 + 43 = 51
Number of extra apples = 51 - 42 = 9

So, the cafeteria ended up with 9 extra apples.

####9"
"A ship full of grain crashes into a coral reef . By the time the ship is fixed , number0 tons of grain have spilled into the water . Only number1 tons of grain remain onboard . How many tons of grain did the ship originally contain ?","[49952,918]","[+,number0,number1]",50870.0,"[18,19,20,29,30,31,44,45,46]","A ship full of grain crashes into a coral reef . By the time the ship is fixed , number0 tons of grain have spilled into the water . Only number1 tons of grain remain onboard .",How many tons of grain did the ship originally contain ?,,[],947,"To find out how many tons of grain the ship originally contained, we can set up an equation based on the given information.

1. The ship originally contained a certain amount of grain, which we can represent with the variable ""X.""

2. After the ship crashes into the coral reef, 49952 tons of grain spill into the water, so the remaining grain on the ship is X - 49952 tons.

3. After the ship is fixed, there are only 918 tons of grain remaining onboard, so we can set up the equation:
X - 49952 = 918

4. To find X, we need to isolate it on one side of the equation. Add 49952 to both sides to solve for X:
X = 918 + 49952

Now, let's calculate X:
$ X = 918 + 49952 $

#### X = 50870

So, the ship originally contained 50,870 tons of grain."
"In a class of number0 students , number1 received a grade of A . What percent of the students received A 's ?","[25,8]","[*,/,number1,number0,100.0]",32.0,"[3,4,5,6,7,8,18,19,20]","In a class of number0 students , number1 received a grade of A .",What percent of the students received A 's ?,,[],951,"To find the percentage of students who received a grade of A in a class of 25 students, you can use the following steps:

Step 1: Find the number of students who received an A.
Given that 8 students received an A, this number is 8.

Step 2: Calculate the percentage of students who received an A.
To find the percentage, you can use the following formula:
$$\text{Percentage} = \frac{\text{Number of students who received an A}}{\text{Total number of students}} \times 100$$

Substituting the values:
$$\text{Percentage} = \frac{8}{25} \times 100$$

Now, let's calculate this:

$$\text{Percentage} = \frac{8}{25} \times 100 = \frac{8}{25} \times \frac{100}{1} = \frac{800}{25} = 32$$

So, 32% of the students received A's.

#### 32"
If Norma wandered for number0 hours at number1 miles per hour . How far did Norma go ?,"[5,3]","[*,number0,number1]",15.0,"[3,4,5,6,7,8,14,15,16]",If Norma wandered for number0 hours at number1 miles per hour .,How far did Norma go ?,,[],952," Here is the step-by-step calculation:

Norma wandered for 5 hours at 3 miles per hour. 

$5$ hours $\times$ $3$ miles per hour $=$ $15$ miles

####15####"
"If Teresa jogged number0 kilometers at number1 kilometers per hour , how long was Teresa jogging ?","[25,5]","[/,number0,number1]",5.0,"[2,3,4,5,6,7,13,14,15]","If Teresa jogged number0 kilometers at number1 kilometers per hour ,",how long was Teresa jogging ?,,[],953,"To find out how long Teresa was jogging, we can use the formula:

\[ \text{Time} = \frac{\text{Distance}}{\text{Speed}} \]

In this case, the distance is 25 kilometers, and the speed is 5 kilometers per hour. We can plug these values into the formula:

\[ \text{Time} = \frac{25}{5} \]

Now, let's calculate the time:

\[ \text{Time} = 5 \]

So, Teresa was jogging for 5 hours.

#### 5"
Tyler had number0 dogs . Each dog had number1 puppies . How many puppies does Tyler now have ?,"[15,5]","[*,number0,number1]",75.0,"[1,2,3,7,8,9,15,16,17]",Tyler had number0 dogs . Each dog had number1 puppies .,How many puppies does Tyler now have ?,,[],958,"Alright, let's solve the problem step by step:

1. Tyler had 15 dogs.

Given in the problem statement:
$ 15 $

2. Each of those dogs had 5 puppies.

Given in the problem statement:
$ 5 $

3. To find out the total number of puppies, multiply the number of dogs by the number of puppies each dog had:
$ 15 \times 5 $

Calculation:
$ 15 \times 5 = 75 $

#### 75

So, Tyler now has 75 puppies."
"During number0 year , the Wagners ' real estate bill included number1 dollars for local schools . Of this amount , number2 dollars went to the high school district . What percent did the Wagner family pay to the high school district ?","[1,600,150]","[*,/,number2,number1,100.0]",25,"[0,1,2,10,11,12,20,21,22,39,40,41]","During number0 year , the Wagners ' real estate bill included number1 dollars for local schools . Of this amount , number2 dollars went to the high school district .",What percent did the Wagner family pay to the high school district ?,,[],960,"To find the percentage the Wagner family paid to the high school district, we can use the following formula:

Percentage = (Part / Whole) * 100

In this case, the part is the amount the Wagner family paid to the high school district, which is $150, and the whole is the total real estate bill, which is $600.

So, the percentage the Wagner family paid to the high school district is:

$150 / $600 * 100 = $0.25 * 100 = 25%

#### 25"
"If each ball costs number0 , how much must Kyoko pay for number1 balls ?","[1,54,3]","[*,number0,number1]","4,62","[4,5,6,12,13,14,12,13,14]","If each ball costs number0 ,",how much must Kyoko pay for number1 balls ?,,[],964,"To find out how much Kyoko must pay for 54 balls when each ball costs 1, you can simply multiply the cost of one ball by the number of balls she wants to purchase. 

So, the calculation would be:

$1 \times 54$

Now, let's perform the multiplication:

$1 \times 54 = 54$

So, Kyoko must pay 54 for 54 balls.

#### 54"
"Tom purchased a football game for number0 , a strategy game for number1 , and a Batman game for number2 . How much did Tom spend on video games ?","[14,02,9,46,12,04]","[+,+,number0,number1,number2]","35,52","[6,7,8,13,14,15,21,22,23,29,30,31]","Tom purchased a football game for number0 , a strategy game for number1 , and a Batman game for number2 .",How much did Tom spend on video games ?,,[],968,"To find out how much Tom spent on video games, we need to know the prices of the football game (number0), the strategy game (number1), and the Batman game (number2). Since we don't have specific prices, we can represent them as variables.

Let:
- The price of the football game be $F.
- The price of the strategy game be $S.
- The price of the Batman game be $B.

Now, we can calculate the total amount Tom spent on video games by adding the prices of these three games together:

Total amount spent = $F + $S + $B.

So, the answer to the question is the sum of these prices, which can be represented as:

$F + $S + $B.

####$$$$"
Fred has number0 cents in his bank . How many dimes does Fred have ?,[90],"[/,number0,10.0]",9,"[1,2,3,13,14,15]",Fred has number0 cents in his bank .,How many dimes does Fred have ?,,[],970,"Fred has 90 cents, and we want to find out how many dimes he has. 

To do this, we can use the fact that there are 10 cents in a dime. So, we need to divide the total number of cents Fred has (90 cents) by the value of one dime (10 cents) to find the number of dimes he has.

$ \frac{90}{10} = 9 $

So, Fred has 9 dimes.

####9####"
